"WEEK_NUM","WEEK_START_DATE","DC_ID","BEER_STYLE","PRODUCT_COUNT","TOTAL_UNITS","TOTAL_REVENUE","TOTAL_COGS","TOTAL_GROSS_PROFIT","AVG_MARGIN_PCT","BARLEY_PRICE","HOPS_PRICE","AVG_BARLEY_USAGE","AVG_HOPS_USAGE","TOTAL_BARLEY_COST","TOTAL_HOPS_COST","AVG_UNIT_MARGIN","AVG_SELLING_PRICE","AVG_UNIT_COGS"
86,"2026-05-25","DC-ATL","BEER",38,1226,43048.24,28711.26,14336.98,33.01,5.63,4.45,0.859,0.628,5912.18,3371.68,11.74,35.21,23.47
98,"2026-08-17","DC-SEA","BEER",48,1045,36953.69,25851.28,11102.41,29.79,6.97,4.43,0.882,0.638,6442.72,2942.18,10.64,35.45,24.81
45,"2025-08-11","DC-SEA","BEER",48,1073,37811.85,27025.16,10786.69,28.2,7.42,4.5,0.882,0.638,7041.06,3062.93,10.02,35.27,25.25
53,"2025-10-06","DC-CHI","BEER",45,1298,45407.61,32394.38,13013.23,28.52,7.13,4.58,0.896,0.642,8292.83,3824.99,10.08,34.96,24.88
39,"2025-06-30","DC-CHI","BEER",45,1611,56331.7,39993.73,16337.97,28.98,7.31,4.14,0.896,0.642,10551.03,4290.28,10.24,34.99,24.76
17,"2025-01-27","DC-TOR","BEER",42,556,19307.82,14151.73,5156.09,26.24,7.68,4.9,0.875,0.668,3709.82,1798.4,9.22,34.77,25.55
67,"2026-01-12","DC-CHI","BEER",45,1051,36937.99,24481.3,12456.69,33.4,5.64,4.09,0.896,0.642,5318.75,2763.74,11.83,35.06,23.23
61,"2025-12-01","DC-DAL","BEER",42,850,29659.43,19585.31,10074.12,33.62,5.23,4.42,0.872,0.634,3878.62,2354.49,11.84,34.89,23.05
84,"2026-05-11","DC-CHI","BEER",45,1610,56363.49,38042.28,18321.21,32.33,5.74,4.47,0.896,0.642,8279.09,4627.34,11.44,35.00,23.56
71,"2026-02-09","DC-DAL","BEER",42,883,30970.82,20393.75,10577.07,33.63,5.65,3.93,0.872,0.634,4353.49,2175.06,11.92,35.03,23.11
90,"2026-06-22","DC-SEA","BEER",48,1117,39391.71,28344.47,11047.24,27.83,7.47,4.75,0.882,0.638,7377.75,3367.28,9.95,35.40,25.45
100,"2026-08-31","DC-ATL","BEER",38,1163,41062.58,28699.75,12362.83,29.79,7.05,4.51,0.859,0.628,7026.1,3248.28,10.64,35.37,24.73
13,"2024-12-30","DC-SEA","BEER",48,672,23666.62,17241.91,6424.71,26.82,7.53,5.1,0.882,0.638,4478.62,2177.96,9.53,35.26,25.73
73,"2026-02-23","DC-DAL","BEER",42,952,33495.64,22187.1,11308.54,33.02,5.89,3.92,0.872,0.634,4890.76,2335.89,11.67,34.98,23.31
29,"2025-04-21","DC-ATL","BEER",38,1059,37261.32,27166.22,10095.1,26.78,7.9,4.88,0.859,0.628,7163.72,3205.67,9.57,35.26,25.69
78,"2026-03-30","DC-CHI","BEER",45,1354,47471.65,32049.48,15422.17,32.25,5.82,4.43,0.896,0.642,7056.87,3865.44,11.4,35.00,23.61
81,"2026-04-20","DC-TOR","BEER",42,828,28890.87,19517.01,9373.86,31.93,5.86,4.43,0.875,0.668,4221.43,2420.42,11.22,34.86,23.65
54,"2025-10-13","DC-TOR","BEER",42,724,25129.31,17894.87,7234.44,28.48,7.1,4.51,0.875,0.668,4464.41,2160.15,10,34.79,24.78
83,"2026-05-04","DC-NYC","IPA",1,31,1381.05,801.35,579.7,41.98,5.79,4.43,0.950,1.400,170.52,192.26,18.7,44.55,25.85
88,"2026-06-08","DC-NYC","IPA",1,38,1710.38,1056.4,653.98,38.24,7.55,4.63,0.950,1.400,272.56,246.32,17.21,45.01,27.8
6,"2024-11-11","DC-NYC","IPA",1,28,1286.04,750.68,535.36,41.63,6.96,4.32,0.950,1.400,185.14,169.34,19.12,45.93,26.81
46,"2025-08-18","DC-NYC","IPA",1,37,1682.39,1110.74,571.65,33.98,7.2,6.45,0.950,1.400,253.08,334.11,15.45,45.47,30.02
65,"2025-12-29","DC-ATL","LAGER",1,10,334.1,217,117.1,35.05,5.46,4.22,0.850,0.550,46.41,23.21,11.71,33.41,21.7
61,"2025-12-01","DC-SEA","IPA",1,16,764.32,404.96,359.36,47.02,5.23,4.42,0.950,1.400,79.5,99.01,22.46,47.77,25.31
30,"2025-04-28","DC-NYC","IPA",1,36,1670.04,1020.6,649.44,38.89,7.83,4.83,0.950,1.400,267.79,243.43,18.04,46.39,28.35
96,"2026-08-03","DC-TOR","PILSNER",1,24,3527.76,2141.76,1386,39.29,7.14,4.45,0.800,0.500,137.09,53.4,57.75,146.99,89.24
7,"2024-11-18","DC-TOR","PILSNER",1,18,2698.74,1612.98,1085.76,40.23,7.07,5.31,0.800,0.500,101.81,47.79,60.32,149.93,89.61
4,"2024-10-28","DC-NYC","IPA",1,29,1305.29,787.93,517.36,39.64,6.97,4.57,0.950,1.400,192.02,185.54,17.84,45.01,27.17
23,"2025-03-10","DC-SEA","PILSNER",1,19,2820.74,1711.71,1109.03,39.32,7.96,4.84,0.800,0.500,120.99,45.98,58.37,148.46,90.09
53,"2025-10-06","DC-DAL","ALE",1,19,2919.16,1808.8,1110.36,38.04,7.13,4.58,0.900,0.700,121.92,60.91,58.44,153.64,95.2
41,"2025-07-14","DC-ATL","LAGER",1,18,607.14,421.74,185.4,30.54,7.5,4.21,0.850,0.550,114.75,41.68,10.3,33.73,23.43
59,"2025-11-17","DC-TOR","PILSNER",1,17,2423.86,1492.43,931.43,38.43,5.3,4.49,0.800,0.500,72.08,38.17,54.79,142.58,87.79
52,"2025-09-29","DC-SEA","IPA",1,17,772.99,512.04,260.95,33.76,7.25,6.49,0.950,1.400,117.09,154.46,15.35,45.47,30.12
48,"2025-09-01","DC-DAL","IPA",1,34,1545.98,1027.14,518.84,33.56,7.24,6.56,0.950,1.400,233.85,312.26,15.26,45.47,30.21
31,"2025-05-05","DC-TOR","PILSNER",1,24,3704.16,2154,1550.16,41.85,7.76,4.49,0.800,0.500,148.99,53.88,64.59,154.34,89.75
70,"2026-02-02","DC-ATL","LAGER",1,12,385.2,261.48,123.72,32.12,5.63,4.11,0.850,0.550,57.43,27.13,10.31,32.10,21.79
80,"2026-04-13","DC-ATL","LAGER",1,14,449.4,311.78,137.62,30.62,5.97,4.46,0.850,0.550,71.04,34.34,9.83,32.10,22.27
46,"2025-08-18","DC-SEA","PILSNER",1,22,3169.1,1986.38,1182.72,37.32,7.2,6.45,0.800,0.500,126.72,70.95,53.76,144.05,90.29
68,"2026-01-19","DC-TOR","PILSNER",1,15,2293.05,1317.75,975.3,42.53,5.66,4.05,0.800,0.500,67.92,30.38,65.02,152.87,87.85
62,"2025-12-08","DC-SEA","IPA",1,13,597.09,328.51,268.58,44.98,5.32,4.33,0.950,1.400,65.7,78.81,20.66,45.93,25.27
75,"2026-03-09","DC-DAL","ALE",1,17,2716.43,1596.47,1119.96,41.23,5.84,4.39,0.900,0.700,89.35,52.24,65.88,159.79,93.91
96,"2026-08-03","DC-ATL","STOUT",1,33,1348.71,901.89,446.82,33.13,7.14,4.45,1.200,0.350,282.74,51.4,13.54,40.87,27.33
48,"2025-09-01","DC-SEA","IPA",1,17,757.35,513.57,243.78,32.19,7.24,6.56,0.950,1.400,116.93,156.13,14.34,44.55,30.21
58,"2025-11-10","DC-NYC","IPA",1,29,1345.31,729.64,615.67,45.76,5.16,4.36,0.950,1.400,142.16,177.02,21.23,46.39,25.16
79,"2026-04-06","DC-DAL","ALE",1,20,3042,1875.8,1166.2,38.34,5.8,4.27,0.900,0.700,104.4,59.78,58.31,152.10,93.79
56,"2025-10-27","DC-SEA","IPA",1,16,727.52,437.28,290.24,39.89,7.3,4.46,0.950,1.400,110.96,99.9,18.14,45.47,27.33
28,"2025-04-14","DC-DAL","IPA",1,38,1727.86,1082.62,645.24,37.34,7.98,4.83,0.950,1.400,288.08,256.96,16.98,45.47,28.49
75,"2026-03-09","DC-SEA","IPA",1,16,764.32,413.44,350.88,45.91,5.84,4.39,0.950,1.400,88.77,98.34,21.93,47.77,25.84
70,"2026-02-02","DC-TOR","PILSNER",1,19,2848.67,1669.34,1179.33,41.4,5.63,4.11,0.800,0.500,85.58,39.05,62.07,149.93,87.86
97,"2026-08-10","DC-DAL","IPA",1,46,2197.42,1243.38,954.04,43.42,7,4.45,0.950,1.400,305.9,286.58,20.74,47.77,27.03
37,"2025-06-16","DC-DAL","IPA",1,45,2004.75,1212.3,792.45,39.53,7.46,4.07,0.950,1.400,318.92,256.41,17.61,44.55,26.94
17,"2025-01-27","DC-DAL","ALE",1,13,1957.41,1246.96,710.45,36.3,7.68,4.9,0.900,0.700,89.86,44.59,54.65,150.57,95.92
2,"2024-10-14","DC-DAL","IPA",1,34,1514.7,921.4,593.3,39.17,6.93,4.55,0.950,1.400,223.84,216.58,17.45,44.55,27.1
102,"2026-09-14","DC-DAL","IPA",1,37,1716.43,937.21,779.22,45.4,5.2,4.46,0.950,1.400,182.78,231.03,21.06,46.39,25.33
5,"2024-11-04","DC-DAL","ALE",1,15,2373.75,1426.35,947.4,39.91,7.1,4.46,0.900,0.700,95.85,46.83,63.16,158.25,95.09
40,"2025-07-07","DC-TOR","PILSNER",1,25,3748.25,2235.25,1513,40.37,7.53,4.18,0.800,0.500,150.6,52.25,60.52,149.93,89.41
69,"2026-01-26","DC-ATL","LAGER",1,12,400.92,263.04,137.88,34.39,5.78,4.13,0.850,0.550,58.96,27.26,11.49,33.41,21.92
99,"2026-08-24","DC-SEA","PILSNER",1,20,2881,1784.8,1096.2,38.05,7.09,4.54,0.800,0.500,113.44,45.4,54.81,144.05,89.24
63,"2025-12-15","DC-DAL","ALE",1,14,2150.96,1307.88,843.08,39.2,5.37,4.3,0.900,0.700,67.66,42.14,60.22,153.64,93.42
76,"2026-03-16","DC-TOR","PILSNER",1,20,2881,1765.2,1115.8,38.73,5.93,4.43,0.800,0.500,94.88,44.3,55.79,144.05,88.26
39,"2025-06-30","DC-ATL","STOUT",1,32,1256.32,877.44,378.88,30.16,7.31,4.14,1.200,0.350,280.7,46.37,11.84,39.26,27.42
21,"2025-02-24","DC-DAL","IPA",1,31,1381.05,879.16,501.89,36.34,7.82,4.84,0.950,1.400,230.3,210.06,16.19,44.55,28.36
61,"2025-12-01","DC-ATL","STOUT",1,23,958.64,575.46,383.18,39.97,5.23,4.42,1.200,0.350,144.35,35.58,16.66,41.68,25.02
28,"2025-04-14","DC-ATL","STOUT",1,34,1431.06,967.98,463.08,32.36,7.98,4.83,1.200,0.350,325.58,57.48,13.62,42.09,28.47
31,"2025-05-05","DC-NYC","IPA",1,37,1750.47,1028.97,721.5,41.22,7.76,4.49,0.950,1.400,272.76,232.58,19.5,47.31,27.81
98,"2026-08-17","DC-NYC","IPA",1,40,1837.2,1078.8,758.4,41.28,6.97,4.43,0.950,1.400,264.86,248.08,18.96,45.93,26.97
70,"2026-02-02","DC-SEA","IPA",1,17,812.09,429.25,382.84,47.14,5.63,4.11,0.950,1.400,90.92,97.82,22.52,47.77,25.25
57,"2025-11-03","DC-SEA","PILSNER",1,16,2469.44,1401.6,1067.84,43.24,5.13,4.39,0.800,0.500,65.66,35.12,66.74,154.34,87.6
75,"2026-03-09","DC-SEA","PILSNER",1,18,2725.2,1587.06,1138.14,41.76,5.84,4.39,0.800,0.500,84.1,39.51,63.23,151.40,88.17
5,"2024-11-04","DC-ATL","LAGER",1,11,371.03,255.53,115.5,31.13,7.1,4.46,0.850,0.550,66.38,26.98,10.5,33.73,23.23
51,"2025-09-22","DC-SEA","IPA",1,17,765.17,512.21,252.96,33.06,7.14,6.57,0.950,1.400,115.31,156.37,14.88,45.01,30.13
65,"2025-12-29","DC-ATL","STOUT",1,21,858.27,529.83,328.44,38.27,5.46,4.22,1.200,0.350,137.59,31.02,15.64,40.87,25.23
103,"2026-09-21","DC-SEA","IPA",1,17,819.91,427.55,392.36,47.85,5.02,4.45,0.950,1.400,81.07,105.91,23.08,48.23,25.15
77,"2026-03-23","DC-ATL","STOUT",1,32,1307.84,824,483.84,37,5.86,4.33,1.200,0.350,225.02,48.5,15.12,40.87,25.75
32,"2025-05-12","DC-SEA","PILSNER",1,24,3668.88,2156.88,1512,41.21,7.82,4.63,0.800,0.500,150.14,55.56,63,152.87,89.87
81,"2026-04-20","DC-ATL","LAGER",1,17,584.63,376.72,207.91,35.56,5.86,4.43,0.850,0.550,84.68,41.42,12.23,34.39,22.16
73,"2026-02-23","DC-ATL","STOUT",1,28,1155.84,717.92,437.92,37.89,5.89,3.92,1.200,0.350,197.9,38.42,15.64,41.28,25.64
72,"2026-02-16","DC-ATL","STOUT",1,27,1070.82,690.66,380.16,35.5,5.82,3.98,1.200,0.350,188.57,37.61,14.08,39.66,25.58
18,"2025-02-03","DC-TOR","PILSNER",1,15,2315.1,1347.6,967.5,41.79,7.64,4.85,0.800,0.500,91.68,36.38,64.5,154.34,89.84
87,"2026-06-01","DC-ATL","STOUT",1,40,1586.4,1120.4,466,29.37,7.69,4.52,1.200,0.350,369.12,63.28,11.65,39.66,28.01
22,"2025-03-03","DC-NYC","IPA",1,28,1311.8,795.76,516.04,39.34,7.86,4.86,0.950,1.400,209.08,190.51,18.43,46.85,28.42
75,"2026-03-09","DC-TOR","PILSNER",1,21,3179.4,1851.57,1327.83,41.76,5.84,4.39,0.800,0.500,98.11,46.1,63.23,151.40,88.17
83,"2026-05-04","DC-DAL","IPA",1,45,2108.25,1163.25,945,44.82,5.79,4.43,0.950,1.400,247.52,279.09,21,46.85,25.85
15,"2025-01-13","DC-SEA","IPA",1,13,597.09,369.2,227.89,38.17,7.54,5.06,0.950,1.400,93.12,92.09,17.53,45.93,28.4
15,"2025-01-13","DC-ATL","STOUT",1,24,942.24,672.48,269.76,28.63,7.54,5.06,1.200,0.350,217.15,42.5,11.24,39.26,28.02
79,"2026-04-06","DC-NYC","IPA",1,31,1395.31,794.84,600.47,43.03,5.8,4.27,0.950,1.400,170.81,185.32,19.37,45.01,25.64
18,"2025-02-03","DC-SEA","PILSNER",1,14,2119.6,1257.76,861.84,40.66,7.64,4.85,0.800,0.500,85.57,33.95,61.56,151.40,89.84
81,"2026-04-20","DC-ATL","STOUT",1,35,1473.15,902.3,570.85,38.75,5.86,4.43,1.200,0.350,246.12,54.27,16.31,42.09,25.78
52,"2025-09-29","DC-ATL","STOUT",1,30,1189.8,845.1,344.7,28.97,7.25,6.49,1.200,0.350,261,68.15,11.49,39.66,28.17
19,"2025-02-10","DC-SEA","IPA",1,14,655.9,397.6,258.3,39.38,7.82,4.87,0.950,1.400,104.01,95.45,18.45,46.85,28.4
54,"2025-10-13","DC-DAL","IPA",1,29,1345.31,789.09,556.22,41.35,7.1,4.51,0.950,1.400,195.6,183.11,19.18,46.39,27.21
30,"2025-04-28","DC-SEA","PILSNER",1,21,3055.92,1889.58,1166.34,38.17,7.83,4.83,0.800,0.500,131.54,50.72,55.54,145.52,89.98
7,"2024-11-18","DC-ATL","STOUT",1,24,980.88,660.96,319.92,32.62,7.07,5.31,1.200,0.350,203.62,44.6,13.33,40.87,27.54
97,"2026-08-10","DC-SEA","IPA",1,21,974.19,567.63,406.56,41.73,7,4.45,0.950,1.400,139.65,130.83,19.36,46.39,27.03
34,"2025-05-26","DC-DAL","ALE",1,22,3312.54,2097.04,1215.5,36.69,7.7,4.01,0.900,0.700,152.46,61.75,55.25,150.57,95.32
59,"2025-11-17","DC-DAL","IPA",1,28,1273.16,713.16,560,43.99,5.3,4.49,0.950,1.400,140.98,176.01,20,45.47,25.47
10,"2024-12-09","DC-DAL","IPA",1,24,1091.28,683.28,408,37.39,7.22,5.33,0.950,1.400,164.62,179.09,17,45.47,28.47
68,"2026-01-19","DC-ATL","LAGER",1,10,317.7,217.8,99.9,31.44,5.66,4.05,0.850,0.550,48.11,22.28,9.99,31.77,21.78
29,"2025-04-21","DC-SEA","PILSNER",1,18,2778.12,1621.08,1157.04,41.65,7.9,4.88,0.800,0.500,113.76,43.92,64.28,154.34,90.06
2,"2024-10-14","DC-ATL","STOUT",1,25,1062.25,677.75,384.5,36.2,6.93,4.55,1.200,0.350,207.9,39.81,15.38,42.49,27.11
78,"2026-03-30","DC-NYC","IPA",1,31,1381.05,802.28,578.77,41.91,5.82,4.43,0.950,1.400,171.4,192.26,18.67,44.55,25.88
100,"2026-08-31","DC-SEA","PILSNER",1,23,3414.58,2051.6,1362.98,39.92,7.05,4.51,0.800,0.500,129.72,51.86,59.26,148.46,89.2
97,"2026-08-10","DC-NYC","IPA",1,41,1920.85,1108.23,812.62,42.31,7,4.45,0.950,1.400,272.65,255.43,19.82,46.85,27.03
4,"2024-10-28","DC-ATL","LAGER",1,14,472.22,324.52,147.7,31.28,6.97,4.57,0.850,0.550,82.94,35.19,10.55,33.73,23.18
87,"2026-06-01","DC-TOR","PILSNER",1,24,3598.32,2153.04,1445.28,40.17,7.69,4.52,0.800,0.500,147.65,54.24,60.22,149.93,89.71
62,"2025-12-08","DC-TOR","PILSNER",1,16,2328.32,1403.52,924.8,39.72,5.32,4.33,0.800,0.500,68.1,34.64,57.8,145.52,87.72
55,"2025-10-20","DC-SEA","IPA",1,16,734.88,435.84,299.04,40.69,7.12,4.52,0.950,1.400,108.22,101.25,18.69,45.93,27.24
56,"2025-10-27","DC-DAL","ALE",1,16,2482.88,1524.32,958.56,38.61,7.3,4.46,0.900,0.700,105.12,49.95,59.91,155.18,95.27
79,"2026-04-06","DC-SEA","PILSNER",1,21,3241.14,1849.68,1391.46,42.93,5.8,4.27,0.800,0.500,97.44,44.83,66.26,154.34,88.08
21,"2025-02-24","DC-SEA","IPA",1,15,709.65,425.4,284.25,40.05,7.82,4.84,0.950,1.400,111.44,101.64,18.95,47.31,28.36
97,"2026-08-10","DC-DAL","ALE",1,24,3834.96,2279.76,1555.2,40.55,7,4.45,0.900,0.700,151.2,74.76,64.8,159.79,94.99
19,"2025-02-10","DC-ATL","STOUT",1,23,958.64,650.67,307.97,32.13,7.82,4.87,1.200,0.350,215.83,39.2,13.39,41.68,28.29
100,"2026-08-31","DC-SEA","IPA",1,22,990.22,597.52,392.7,39.66,7.05,4.51,0.950,1.400,147.35,138.91,17.85,45.01,27.16
55,"2025-10-20","DC-DAL","IPA",1,29,1385.33,789.96,595.37,42.98,7.12,4.52,0.950,1.400,196.16,183.51,20.53,47.77,27.24
50,"2025-09-15","DC-SEA","PILSNER",1,22,3266.12,1985.28,1280.84,39.22,7.16,6.42,0.800,0.500,126.02,70.62,58.22,148.46,90.24
50,"2025-09-15","DC-ATL","LAGER",1,14,449.4,341.04,108.36,24.11,7.16,6.42,0.850,0.550,85.2,49.43,7.74,32.10,24.36
66,"2026-01-05","DC-DAL","IPA",1,29,1358.65,725.58,633.07,46.6,5.43,4.08,0.950,1.400,149.6,165.65,21.83,46.85,25.02
72,"2026-02-16","DC-DAL","IPA",1,33,1561.23,833.25,727.98,46.63,5.82,3.98,0.950,1.400,182.46,183.88,22.06,47.31,25.25
73,"2026-02-23","DC-DAL","ALE",1,16,2384.48,1498.08,886.4,37.17,5.89,3.92,0.900,0.700,84.82,43.9,55.4,149.03,93.63
52,"2025-09-29","DC-DAL","IPA",1,32,1469.76,963.84,505.92,34.42,7.25,6.49,0.950,1.400,220.4,290.75,15.81,45.93,30.12
47,"2025-08-25","DC-TOR","PILSNER",1,22,3169.1,1986.82,1182.28,37.31,7.25,6.42,0.800,0.500,127.6,70.62,53.74,144.05,90.31
38,"2025-06-23","DC-ATL","LAGER",1,20,642,466.6,175.4,27.32,7.47,4.07,0.850,0.550,126.99,44.77,8.77,32.10,23.33
98,"2026-08-17","DC-ATL","STOUT",1,35,1374.1,948.85,425.25,30.95,6.97,4.43,1.200,0.350,292.74,54.27,12.15,39.26,27.11
71,"2026-02-09","DC-SEA","IPA",1,17,796.45,425.34,371.11,46.6,5.65,3.93,0.950,1.400,91.25,93.53,21.83,46.85,25.02
30,"2025-04-28","DC-ATL","LAGER",1,14,458.5,336.7,121.8,26.56,7.83,4.83,0.850,0.550,93.18,37.19,8.7,32.75,24.05
102,"2026-09-14","DC-NYC","IPA",1,37,1665.37,937.21,728.16,43.72,5.2,4.46,0.950,1.400,182.78,231.03,19.68,45.01,25.33
21,"2025-02-24","DC-ATL","LAGER",1,12,381.24,288.6,92.64,24.3,7.82,4.84,0.850,0.550,79.76,31.94,7.72,31.77,24.05
69,"2026-01-26","DC-SEA","PILSNER",1,16,2422.4,1407.84,1014.56,41.88,5.78,4.13,0.800,0.500,73.98,33.04,63.41,151.40,87.99
28,"2025-04-14","DC-NYC","IPA",1,30,1377.9,854.7,523.2,37.97,7.98,4.83,0.950,1.400,227.43,202.86,17.44,45.93,28.49
28,"2025-04-14","DC-SEA","PILSNER",1,20,2939.8,1802,1137.8,38.7,7.98,4.83,0.800,0.500,127.68,48.3,56.89,146.99,90.1
5,"2024-11-04","DC-SEA","IPA",1,14,675.22,379.96,295.26,43.73,7.1,4.46,0.950,1.400,94.43,87.42,21.09,48.23,27.14
37,"2025-06-16","DC-TOR","PILSNER",1,28,4115.72,2500.4,1615.32,39.25,7.46,4.07,0.800,0.500,167.1,56.98,57.69,146.99,89.3
78,"2026-03-30","DC-DAL","ALE",1,18,2710.26,1690.56,1019.7,37.62,5.82,4.43,0.900,0.700,94.28,55.82,56.65,150.57,93.92
59,"2025-11-17","DC-NYC","IPA",1,25,1182.75,636.75,546,46.16,5.3,4.49,0.950,1.400,125.88,157.15,21.84,47.31,25.47
46,"2025-08-18","DC-ATL","STOUT",1,38,1553.06,1067.8,485.26,31.25,7.2,6.45,1.200,0.350,328.32,85.79,12.77,40.87,28.1
87,"2026-06-01","DC-DAL","ALE",1,22,3447.62,2104.74,1342.88,38.95,7.69,4.52,0.900,0.700,152.26,69.61,61.04,156.71,95.67
11,"2024-12-16","DC-SEA","IPA",1,15,702.75,429,273.75,38.95,7.41,5.29,0.950,1.400,105.59,111.09,18.25,46.85,28.6
66,"2026-01-05","DC-DAL","ALE",1,15,2373.75,1399.8,973.95,41.03,5.43,4.08,0.900,0.700,73.3,42.84,64.93,158.25,93.32
95,"2026-07-27","DC-SEA","PILSNER",1,24,3563.04,2141.52,1421.52,39.9,7.25,4.26,0.800,0.500,139.2,51.12,59.23,148.46,89.23
21,"2025-02-24","DC-ATL","STOUT",1,25,1001.75,707,294.75,29.42,7.82,4.84,1.200,0.350,234.6,42.35,11.79,40.07,28.28
67,"2026-01-12","DC-NYC","IPA",1,22,990.22,555.06,435.16,43.95,5.64,4.09,0.950,1.400,117.88,125.97,19.78,45.01,25.23
12,"2024-12-23","DC-SEA","IPA",1,13,603.07,369.72,233.35,38.69,7.44,5.16,0.950,1.400,91.88,93.91,17.95,46.39,28.44
1,"2024-10-07","DC-NYC","IPA",1,31,1495.13,833.59,661.54,44.25,6.91,4.41,0.950,1.400,203.5,191.39,21.34,48.23,26.89
99,"2026-08-24","DC-NYC","IPA",1,36,1620.36,980.64,639.72,39.48,7.09,4.54,0.950,1.400,242.48,228.82,17.77,45.01,27.24
57,"2025-11-03","DC-SEA","IPA",1,15,668.25,377.55,290.7,43.5,5.13,4.39,0.950,1.400,73.1,92.19,19.38,44.55,25.17
36,"2025-06-09","DC-ATL","STOUT",1,34,1334.84,941.46,393.38,29.47,7.58,3.99,1.200,0.350,309.26,47.48,11.57,39.26,27.69
33,"2025-05-19","DC-SEA","IPA",1,20,946.2,557.8,388.4,41.05,7.79,4.53,0.950,1.400,148.01,126.84,19.42,47.31,27.89
25,"2025-03-24","DC-ATL","LAGER",1,13,413.01,314.73,98.28,23.8,8,4.85,0.850,0.550,88.4,34.68,7.56,31.77,24.21
47,"2025-08-25","DC-SEA","IPA",1,18,843.3,540.54,302.76,35.9,7.25,6.42,0.950,1.400,123.97,161.78,16.82,46.85,30.03
47,"2025-08-25","DC-SEA","PILSNER",1,19,2876.6,1715.89,1160.71,40.35,7.25,6.42,0.800,0.500,110.2,60.99,61.09,151.40,90.31
71,"2026-02-09","DC-NYC","IPA",1,27,1252.53,675.54,576.99,46.07,5.65,3.93,0.950,1.400,144.92,148.55,21.37,46.39,25.02
77,"2026-03-23","DC-SEA","IPA",1,16,734.88,412.48,322.4,43.87,5.86,4.33,0.950,1.400,89.07,96.99,20.15,45.93,25.78
32,"2025-05-12","DC-TOR","PILSNER",1,21,3241.14,1887.27,1353.87,41.77,7.82,4.63,0.800,0.500,131.38,48.62,64.47,154.34,89.87
47,"2025-08-25","DC-ATL","STOUT",1,35,1444.8,985.25,459.55,31.81,7.25,6.42,1.200,0.350,304.5,78.65,13.13,41.28,28.15
86,"2026-05-25","DC-ATL","STOUT",1,35,1430.45,892.85,537.6,37.58,5.63,4.45,1.200,0.350,236.46,54.51,15.36,40.87,25.51
26,"2025-03-31","DC-TOR","PILSNER",1,20,2881,1800.8,1080.2,37.49,7.95,4.75,0.800,0.500,127.2,47.5,54.01,144.05,90.04
101,"2026-09-07","DC-ATL","LAGER",1,16,524,346.4,177.6,33.89,5.2,4.52,0.850,0.550,70.72,39.78,11.1,32.75,21.65
104,"2026-09-28","DC-NYC","IPA",1,31,1423.83,786.78,637.05,44.74,5.19,4.5,0.950,1.400,152.85,195.3,20.55,45.93,25.38
78,"2026-03-30","DC-SEA","IPA",1,16,712.8,414.08,298.72,41.91,5.82,4.43,0.950,1.400,88.46,99.23,18.67,44.55,25.88
40,"2025-07-07","DC-DAL","ALE",1,21,3323.25,2000.88,1322.37,39.79,7.53,4.18,0.900,0.700,142.32,61.45,62.97,158.25,95.28
10,"2024-12-09","DC-DAL","ALE",1,12,1880.52,1149.72,730.8,38.86,7.22,5.33,0.900,0.700,77.98,44.77,60.9,156.71,95.81
72,"2026-02-16","DC-TOR","PILSNER",1,17,2523.82,1495.15,1028.67,40.76,5.82,3.98,0.800,0.500,79.15,33.83,60.51,148.46,87.95
43,"2025-07-28","DC-SEA","PILSNER",1,25,3711.5,2234,1477.5,39.81,7.37,4.32,0.800,0.500,147.4,54,59.1,148.46,89.36
2,"2024-10-14","DC-TOR","PILSNER",1,22,3169.1,1960.64,1208.46,38.13,6.93,4.55,0.800,0.500,121.97,50.05,54.93,144.05,89.12
52,"2025-09-29","DC-TOR","PILSNER",1,22,3169.1,1987.7,1181.4,37.28,7.25,6.49,0.800,0.500,127.6,71.39,53.7,144.05,90.35
45,"2025-08-11","DC-ATL","LAGER",1,16,513.6,376.32,137.28,26.73,7.42,4.5,0.850,0.550,100.91,39.6,8.58,32.10,23.52
11,"2024-12-16","DC-SEA","PILSNER",1,16,2328.32,1437.92,890.4,38.24,7.41,5.29,0.800,0.500,94.85,42.32,55.65,145.52,89.87
87,"2026-06-01","DC-ATL","LAGER",1,20,681.2,475.2,206,30.24,7.69,4.52,0.850,0.550,130.73,49.72,10.3,34.06,23.76
32,"2025-05-12","DC-NYC","IPA",1,39,1845.09,1094.34,750.75,40.69,7.82,4.63,0.950,1.400,289.73,252.8,19.25,47.31,28.06
54,"2025-10-13","DC-TOR","PILSNER",1,20,2969.2,1784.6,1184.6,39.9,7.1,4.51,0.800,0.500,113.6,45.1,59.23,148.46,89.23
49,"2025-09-08","DC-DAL","ALE",1,18,2682.54,1736.1,946.44,35.28,7.08,6.42,0.900,0.700,114.7,80.89,52.58,149.03,96.45
17,"2025-01-27","DC-ATL","LAGER",1,12,412.68,287.52,125.16,30.33,7.68,4.9,0.850,0.550,78.34,32.34,10.43,34.39,23.96
36,"2025-06-09","DC-TOR","PILSNER",1,25,3748.25,2234,1514.25,40.4,7.58,3.99,0.800,0.500,151.6,49.88,60.57,149.93,89.36
67,"2026-01-12","DC-DAL","IPA",1,26,1242.02,655.98,586.04,47.18,5.64,4.09,0.950,1.400,139.31,148.88,22.54,47.77,25.23
