"WEEK_NUM","WEEK_START_DATE","ROUTE_ID","ROUTE_DESCRIPTION","ORIGIN_ID","DESTINATION_ID","MATERIAL_TYPE","TRANSPORT_MODE","BASELINE_LEAD_DAYS","ORIGIN_LAT","ORIGIN_LON","DEST_LAT","DEST_LON","ACTUAL_LEAD_DAYS","DISRUPTION_FACTOR","SHIPMENT_QTY_TONS","FREIGHT_COST_PER_TON","IS_DISRUPTED","PRIMARY_DISRUPTION_EVENT","ROUTE_RISK_SCORE"
102,"2026-09-14","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,1,0,12,126,false,"\N",10
3,"2024-10-21","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,22,0,20,127,false,"\N",4
6,"2024-11-11","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0.125,12.4,91.3,false,"\N",19
6,"2024-11-11","RT-D06","Chicago DC to Detroit Dist.","DC-CHI","DST-DET","FINISHED","TRUCK",1,41.8525,-87.6514,42.3314,-83.0458,2,0,14,99,false,"\N",8
19,"2025-02-10","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,6,0.125,20.9,129.8,false,"\N",20
82,"2026-04-27","RT-D13","Seattle DC to SF Dist.","DC-SEA","DST-SFO","FINISHED","TRUCK",2,47.6062,-122.3321,37.7749,-122.4194,2,0,24,124,false,"\N",4
17,"2025-01-27","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,4,0.125,26.6,110,false,"\N",16
34,"2025-05-26","RT-S05","Hops: Yakima to Brooklyn Brewery","SUP-WA","BRW-01","HOPS","TRUCK",7,46.6021,-120.5059,40.6782,-73.9442,7,0,26,123,false,"\N",3
28,"2025-04-14","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,2,0.125,17.1,127.6,false,"\N",22
32,"2025-05-12","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0.125,17.1,132,false,"\N",22
29,"2025-04-21","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0.125,11.4,116.6,false,"\N",21
47,"2025-08-25","RT-S04","Barley: Saskatchewan to Brooklyn","SUP-SK","BRW-01","BARLEY","RAIL",6,50.4452,-104.6189,40.6782,-73.9442,7,0.075,11.6,110.24,false,"\N",13
98,"2026-08-17","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,2,0,21,75,false,"\N",8
97,"2026-08-10","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,1,0,13,88,false,"\N",5
97,"2026-08-10","RT-D13","Seattle DC to SF Dist.","DC-SEA","DST-SFO","FINISHED","TRUCK",2,47.6062,-122.3321,37.7749,-122.4194,2,0,26,77,false,"\N",5
76,"2026-03-16","RT-D06","Chicago DC to Detroit Dist.","DC-CHI","DST-DET","FINISHED","TRUCK",1,41.8525,-87.6514,42.3314,-83.0458,1,0,21,98,false,"\N",0
41,"2025-07-14","RT-D03","Atlanta DC to Miami Dist.","DC-ATL","DST-MIA","FINISHED","TRUCK",2,33.7537,-84.3863,25.7617,-80.1918,3,0,17,128,false,"\N",7
54,"2025-10-13","RT-D06","Chicago DC to Detroit Dist.","DC-CHI","DST-DET","FINISHED","TRUCK",1,41.8525,-87.6514,42.3314,-83.0458,2,0,13,74,false,"\N",3
33,"2025-05-19","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,2,0.125,21.8,129.8,false,"\N",25
91,"2026-06-29","RT-B04","Chicago Brewery to Chicago DC","BRW-02","DC-CHI","FINISHED","TRUCK",1,41.8881,-87.6298,41.8525,-87.6514,1,0.12,28.6,109.6,false,"Midwest Drought - Domestic Barley Belt",17
99,"2026-08-24","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,2,0,29,86,false,"\N",2
62,"2025-12-08","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,1,0,23,130,false,"\N",3
2,"2024-10-14","RT-D14","Seattle DC to LA Dist.","DC-SEA","DST-LAX","FINISHED","TRUCK",3,47.6062,-122.3321,34.0522,-118.2437,3,0,26,94,false,"\N",1
24,"2025-03-17","RT-D04","Atlanta DC to Tampa Dist.","DC-ATL","DST-TPA","FINISHED","TRUCK",1,33.7537,-84.3863,27.9506,-82.4572,1,0,18,97,false,"\N",10
48,"2025-09-01","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,1,0,25,70,false,"\N",5
41,"2025-07-14","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,2,0,21,97,false,"\N",10
51,"2025-09-22","RT-B04","Chicago Brewery to Chicago DC","BRW-02","DC-CHI","FINISHED","TRUCK",1,41.8881,-87.6298,41.8525,-87.6514,1,0.15,23.5,120.96,false,"Black Sea Grain Corridor Collapse",23
94,"2026-07-20","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,1,0,24,88,false,"\N",6
46,"2025-08-18","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,3,0.15,25.4,133.28,false,"Black Sea Grain Corridor Collapse",19
81,"2026-04-20","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,12,106,false,"\N",7
44,"2025-08-04","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0.075,18.4,117.66,false,"\N",13
85,"2026-05-18","RT-D06","Chicago DC to Detroit Dist.","DC-CHI","DST-DET","FINISHED","TRUCK",1,41.8525,-87.6514,42.3314,-83.0458,2,0,12,98,false,"\N",0
22,"2025-03-03","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,4,0.25,16.2,141.6,true,"Ukraine-Russia War - Grain Export Disruption",35
43,"2025-07-28","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,4,0.075,16.5,85.86,false,"\N",19
77,"2026-03-23","RT-S07","Hops: Yakima to Portland Brewery","SUP-WA","BRW-03","HOPS","TRUCK",1,46.6021,-120.5059,45.5152,-122.6784,1,0,15,72,false,"\N",6
60,"2025-11-24","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,2,0,24,107,false,"\N",4
71,"2026-02-09","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,2,0,16,86,false,"\N",1
59,"2025-11-17","RT-D11","Dallas DC to Phoenix Dist.","DC-DAL","DST-PHX","FINISHED","TRUCK",2,32.7767,-96.7970,33.4484,-112.0740,2,0,11,116,false,"\N",8
62,"2025-12-08","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,2,0,26,75,false,"\N",2
72,"2026-02-16","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,3,0,24,109,false,"\N",6
104,"2026-09-28","RT-S04","Barley: Saskatchewan to Brooklyn","SUP-SK","BRW-01","BARLEY","RAIL",6,50.4452,-104.6189,40.6782,-73.9442,6,0,29,89,false,"\N",1
63,"2025-12-15","RT-D14","Seattle DC to LA Dist.","DC-SEA","DST-LAX","FINISHED","TRUCK",3,47.6062,-122.3321,34.0522,-118.2437,3,0,21,78,false,"\N",5
101,"2026-09-07","RT-B03","Brooklyn Brewery to Toronto DC","BRW-01","DC-TOR","FINISHED","TRUCK",2,40.6782,-73.9442,43.6532,-79.3832,2,0,26,100,false,"\N",6
65,"2025-12-29","RT-D03","Atlanta DC to Miami Dist.","DC-ATL","DST-MIA","FINISHED","TRUCK",2,33.7537,-84.3863,25.7617,-80.1918,2,0,14,117,false,"\N",4
7,"2024-11-18","RT-S07","Hops: Yakima to Portland Brewery","SUP-WA","BRW-03","HOPS","TRUCK",1,46.6021,-120.5059,45.5152,-122.6784,1,0,13,104,false,"\N",4
10,"2024-12-09","RT-S07","Hops: Yakima to Portland Brewery","SUP-WA","BRW-03","HOPS","TRUCK",1,46.6021,-120.5059,45.5152,-122.6784,1,0,19,82,false,"\N",1
26,"2025-03-31","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,2,0.125,26.6,106.7,false,"\N",22
49,"2025-09-08","RT-D04","Atlanta DC to Tampa Dist.","DC-ATL","DST-TPA","FINISHED","TRUCK",1,33.7537,-84.3863,27.9506,-82.4572,1,0,27,117,false,"\N",2
51,"2025-09-22","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,2,0.075,20.4,103.88,false,"\N",12
27,"2025-04-07","RT-S06","Hops: Yakima to Chicago Brewery","SUP-WA","BRW-02","HOPS","TRUCK",5,46.6021,-120.5059,41.8881,-87.6298,6,0,10,90,false,"\N",4
79,"2026-04-06","RT-B06","Portland Brewery to Seattle DC","BRW-03","DC-SEA","FINISHED","TRUCK",1,45.5152,-122.6784,47.6062,-122.3321,2,0.18,13,140.71,true,"EU Export Controls on Hop Extracts",28
100,"2026-08-31","RT-D09","Dallas DC to Houston Dist.","DC-DAL","DST-HOU","FINISHED","TRUCK",1,32.7767,-96.7970,29.7604,-95.3698,1,0,29,109,false,"\N",1
77,"2026-03-23","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,1,0,19,83,false,"\N",7
46,"2025-08-18","RT-D14","Seattle DC to LA Dist.","DC-SEA","DST-LAX","FINISHED","TRUCK",3,47.6062,-122.3321,34.0522,-118.2437,4,0,11,123,false,"\N",5
93,"2026-07-13","RT-D06","Chicago DC to Detroit Dist.","DC-CHI","DST-DET","FINISHED","TRUCK",1,41.8525,-87.6514,42.3314,-83.0458,1,0,25,93,false,"\N",4
99,"2026-08-24","RT-D11","Dallas DC to Phoenix Dist.","DC-DAL","DST-PHX","FINISHED","TRUCK",2,32.7767,-96.7970,33.4484,-112.0740,2,0,24,79,false,"\N",1
76,"2026-03-16","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,22,76,false,"\N",4
59,"2025-11-17","RT-D09","Dallas DC to Houston Dist.","DC-DAL","DST-HOU","FINISHED","TRUCK",1,32.7767,-96.7970,29.7604,-95.3698,1,0,27,117,false,"\N",1
72,"2026-02-16","RT-S06","Hops: Yakima to Chicago Brewery","SUP-WA","BRW-02","HOPS","TRUCK",5,46.6021,-120.5059,41.8881,-87.6298,6,0,23,108,false,"\N",3
57,"2025-11-03","RT-D14","Seattle DC to LA Dist.","DC-SEA","DST-LAX","FINISHED","TRUCK",3,47.6062,-122.3321,34.0522,-118.2437,4,0,24,112,false,"\N",10
10,"2024-12-09","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,1,0.3,26.4,95.48,true,"Ukraine-Russia War - Grain Export Disruption",40
22,"2025-03-03","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,18,112,false,"\N",8
41,"2025-07-14","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,3,0.15,13.2,82.88,false,"Black Sea Grain Corridor Collapse",28
19,"2025-02-10","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,21,93,false,"\N",6
7,"2024-11-18","RT-D11","Dallas DC to Phoenix Dist.","DC-DAL","DST-PHX","FINISHED","TRUCK",2,32.7767,-96.7970,33.4484,-112.0740,3,0,16,96,false,"\N",6
20,"2025-02-17","RT-D08","Chicago DC to St.Louis Dist.","DC-CHI","DST-STL","FINISHED","TRUCK",1,41.8525,-87.6514,38.6270,-90.1994,1,0,17,130,false,"\N",9
56,"2025-10-27","RT-D14","Seattle DC to LA Dist.","DC-SEA","DST-LAX","FINISHED","TRUCK",3,47.6062,-122.3321,34.0522,-118.2437,4,0,17,119,false,"\N",1
19,"2025-02-10","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,2,0.125,13.3,129.8,false,"\N",24
35,"2025-06-02","RT-S06","Hops: Yakima to Chicago Brewery","SUP-WA","BRW-02","HOPS","TRUCK",5,46.6021,-120.5059,41.8881,-87.6298,5,0,12,84,false,"\N",7
46,"2025-08-18","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,5,0.075,26.2,110.24,false,"\N",9
93,"2026-07-13","RT-S04","Barley: Saskatchewan to Brooklyn","SUP-SK","BRW-01","BARLEY","RAIL",6,50.4452,-104.6189,40.6782,-73.9442,7,0.06,9.8,133.1,false,"\N",9
99,"2026-08-24","RT-D05","Atlanta DC to Nashville Dist.","DC-ATL","DST-NSH","FINISHED","TRUCK",1,33.7537,-84.3863,36.1627,-86.7816,1,0,22,127,false,"\N",4
18,"2025-02-03","RT-B04","Chicago Brewery to Chicago DC","BRW-02","DC-CHI","FINISHED","TRUCK",1,41.8881,-87.6298,41.8525,-87.6514,1,0.45,10.7,123.76,true,"Ukraine-Russia War - Grain Export Disruption",64
26,"2025-03-31","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,2,0,22,89,false,"\N",6
54,"2025-10-13","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,6,0.075,26.2,113.42,false,"\N",16
45,"2025-08-11","RT-D09","Dallas DC to Houston Dist.","DC-DAL","DST-HOU","FINISHED","TRUCK",1,32.7767,-96.7970,29.7604,-95.3698,2,0,25,106,false,"\N",4
45,"2025-08-11","RT-D14","Seattle DC to LA Dist.","DC-SEA","DST-LAX","FINISHED","TRUCK",3,47.6062,-122.3321,34.0522,-118.2437,3,0,12,116,false,"\N",8
79,"2026-04-06","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,1,0,20,121,false,"\N",4
100,"2026-08-31","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,24,78,false,"\N",2
83,"2026-05-04","RT-D03","Atlanta DC to Miami Dist.","DC-ATL","DST-MIA","FINISHED","TRUCK",2,33.7537,-84.3863,25.7617,-80.1918,2,0,18,115,false,"\N",2
71,"2026-02-09","RT-D05","Atlanta DC to Nashville Dist.","DC-ATL","DST-NSH","FINISHED","TRUCK",1,33.7537,-84.3863,36.1627,-86.7816,2,0,25,106,false,"\N",3
103,"2026-09-21","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,3,0,23,122,false,"\N",6
57,"2025-11-03","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,1,0,14,105,false,"\N",1
101,"2026-09-07","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,1,0,18,107,false,"\N",5
3,"2024-10-21","RT-D08","Chicago DC to St.Louis Dist.","DC-CHI","DST-STL","FINISHED","TRUCK",1,41.8525,-87.6514,38.6270,-90.1994,1,0,19,84,false,"\N",10
1,"2024-10-07","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,28,105,false,"\N",0
3,"2024-10-21","RT-D13","Seattle DC to SF Dist.","DC-SEA","DST-SFO","FINISHED","TRUCK",2,47.6062,-122.3321,37.7749,-122.4194,2,0,14,78,false,"\N",9
12,"2024-12-23","RT-D14","Seattle DC to LA Dist.","DC-SEA","DST-LAX","FINISHED","TRUCK",3,47.6062,-122.3321,34.0522,-118.2437,3,0,21,126,false,"\N",7
14,"2025-01-06","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,2,0.125,19,84.7,false,"\N",19
39,"2025-06-30","RT-D08","Chicago DC to St.Louis Dist.","DC-CHI","DST-STL","FINISHED","TRUCK",1,41.8525,-87.6514,38.6270,-90.1994,2,0,16,102,false,"\N",9
49,"2025-09-08","RT-D08","Chicago DC to St.Louis Dist.","DC-CHI","DST-STL","FINISHED","TRUCK",1,41.8525,-87.6514,38.6270,-90.1994,2,0,30,110,false,"\N",8
12,"2024-12-23","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,15,88,false,"\N",10
24,"2025-03-17","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,5,0.25,19.8,94.8,true,"Ukraine-Russia War - Grain Export Disruption",40
9,"2024-12-02","RT-D13","Seattle DC to SF Dist.","DC-SEA","DST-SFO","FINISHED","TRUCK",2,47.6062,-122.3321,37.7749,-122.4194,2,0,19,125,false,"\N",5
51,"2025-09-22","RT-D06","Chicago DC to Detroit Dist.","DC-CHI","DST-DET","FINISHED","TRUCK",1,41.8525,-87.6514,42.3314,-83.0458,1,0,18,75,false,"\N",4
55,"2025-10-20","RT-D05","Atlanta DC to Nashville Dist.","DC-ATL","DST-NSH","FINISHED","TRUCK",1,33.7537,-84.3863,36.1627,-86.7816,1,0,17,105,false,"\N",1
83,"2026-05-04","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,22,0,15,74,false,"\N",1
44,"2025-08-04","RT-B03","Brooklyn Brewery to Toronto DC","BRW-01","DC-TOR","FINISHED","TRUCK",2,40.6782,-73.9442,43.6532,-79.3832,2,0.15,27.3,105.28,false,"Black Sea Grain Corridor Collapse",20
85,"2026-05-18","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,2,0,19,105,false,"\N",1
75,"2026-03-09","RT-B03","Brooklyn Brewery to Toronto DC","BRW-01","DC-TOR","FINISHED","TRUCK",2,40.6782,-73.9442,43.6532,-79.3832,2,0.18,13,107.54,true,"EU Export Controls on Hop Extracts",28
96,"2026-08-03","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,6,0.06,11.7,78.6,false,"\N",11
100,"2026-08-31","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,2,0,27,73,false,"\N",8
67,"2026-01-12","RT-S07","Hops: Yakima to Portland Brewery","SUP-WA","BRW-03","HOPS","TRUCK",1,46.6021,-120.5059,45.5152,-122.6784,1,0,20,71,false,"\N",9
71,"2026-02-09","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,1,0,28,101,false,"\N",7
57,"2025-11-03","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,14,112,false,"\N",9
2,"2024-10-14","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,2,0,23,106,false,"\N",4
18,"2025-02-03","RT-S06","Hops: Yakima to Chicago Brewery","SUP-WA","BRW-02","HOPS","TRUCK",5,46.6021,-120.5059,41.8881,-87.6298,5,0,29,100,false,"\N",4
49,"2025-09-08","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,2,0,16,101,false,"\N",1
38,"2025-06-23","RT-B04","Chicago Brewery to Chicago DC","BRW-02","DC-CHI","FINISHED","TRUCK",1,41.8881,-87.6298,41.8525,-87.6514,1,0.25,22.5,85.2,true,"Ukraine-Russia War - Grain Export Disruption",39
48,"2025-09-01","RT-D06","Chicago DC to Detroit Dist.","DC-CHI","DST-DET","FINISHED","TRUCK",1,41.8525,-87.6514,42.3314,-83.0458,1,0,16,98,false,"\N",3
19,"2025-02-10","RT-D05","Atlanta DC to Nashville Dist.","DC-ATL","DST-NSH","FINISHED","TRUCK",1,33.7537,-84.3863,36.1627,-86.7816,1,0,11,125,false,"\N",0
29,"2025-04-21","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,27,118,false,"\N",3
43,"2025-07-28","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,20,94,false,"\N",3
45,"2025-08-11","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,2,0,14,96,false,"\N",3
33,"2025-05-19","RT-D13","Seattle DC to SF Dist.","DC-SEA","DST-SFO","FINISHED","TRUCK",2,47.6062,-122.3321,37.7749,-122.4194,3,0,23,130,false,"\N",4
40,"2025-07-07","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,2,0,11,77,false,"\N",0
81,"2026-04-20","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,1,0,27,128,false,"\N",6
30,"2025-04-28","RT-D09","Dallas DC to Houston Dist.","DC-DAL","DST-HOU","FINISHED","TRUCK",1,32.7767,-96.7970,29.7604,-95.3698,2,0,28,115,false,"\N",0
30,"2025-04-28","RT-B03","Brooklyn Brewery to Toronto DC","BRW-01","DC-TOR","FINISHED","TRUCK",2,40.6782,-73.9442,43.6532,-79.3832,2,0.3,23.8,111.6,true,"Ukraine-Russia War - Grain Export Disruption",44
9,"2024-12-02","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,19,110,false,"\N",10
81,"2026-04-20","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,1,0.18,22.3,107.54,true,"EU Export Controls on Hop Extracts",26
79,"2026-04-06","RT-S05","Hops: Yakima to Brooklyn Brewery","SUP-WA","BRW-01","HOPS","TRUCK",7,46.6021,-120.5059,40.6782,-73.9442,8,0,20,130,false,"\N",0
46,"2025-08-18","RT-S04","Barley: Saskatchewan to Brooklyn","SUP-SK","BRW-01","BARLEY","RAIL",6,50.4452,-104.6189,40.6782,-73.9442,6,0.075,23.3,102.82,false,"\N",19
77,"2026-03-23","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,4,0,12,85,false,"\N",5
46,"2025-08-18","RT-D13","Seattle DC to SF Dist.","DC-SEA","DST-SFO","FINISHED","TRUCK",2,47.6062,-122.3321,37.7749,-122.4194,2,0,25,97,false,"\N",3
68,"2026-01-19","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,1,0,26,116,false,"\N",2
59,"2025-11-17","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,1,0,11,73,false,"\N",6
62,"2025-12-08","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,2,0,29,98,false,"\N",5
104,"2026-09-28","RT-D11","Dallas DC to Phoenix Dist.","DC-DAL","DST-PHX","FINISHED","TRUCK",2,32.7767,-96.7970,33.4484,-112.0740,2,0,29,100,false,"\N",8
1,"2024-10-07","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,2,0.25,17.1,150,true,"Ukraine-Russia War - Grain Export Disruption",32
15,"2025-01-13","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,2,0,30,118,false,"\N",4
16,"2025-01-20","RT-B03","Brooklyn Brewery to Toronto DC","BRW-01","DC-TOR","FINISHED","TRUCK",2,40.6782,-73.9442,43.6532,-79.3832,3,0.45,18,106.08,true,"Ukraine-Russia War - Grain Export Disruption",60
31,"2025-05-05","RT-D05","Atlanta DC to Nashville Dist.","DC-ATL","DST-NSH","FINISHED","TRUCK",1,33.7537,-84.3863,36.1627,-86.7816,1,0,29,101,false,"\N",1
31,"2025-05-05","RT-B06","Portland Brewery to Seattle DC","BRW-03","DC-SEA","FINISHED","TRUCK",1,45.5152,-122.6784,47.6062,-122.3321,1,0.25,18.9,148.8,true,"Ukraine-Russia War - Grain Export Disruption",40
