"WEEK_NUM","WEEK_START_DATE","PRODUCT_ID","PRODUCT_DESCRIPTION","BEER_STYLE","PACK_TYPE","DC_ID","DC_NAME","CITY","STATE","UNITS_SOLD","SELLING_PRICE","UNIT_COGS","BARLEY_USAGE_PER_UNIT","HOPS_USAGE_PER_UNIT","OTHER_COGS_PER_UNIT"
27,"2025-04-07","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.32,27,0.86,0.73,16.66
43,"2025-07-28","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,31.01,26.15,0.86,0.73,16.66
59,"2025-11-17","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,30.69,24.5,0.86,0.73,16.66
75,"2026-03-09","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",11,31.32,24.89,0.86,0.73,16.66
91,"2026-06-29","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,30.69,26.53,0.86,0.73,16.66
12,"2024-12-23","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",8,31.64,26.83,0.86,0.73,16.66
28,"2025-04-14","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,30.69,27.05,0.86,0.73,16.66
44,"2025-08-04","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,31.32,26.23,0.86,0.73,16.66
60,"2025-11-24","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,32.59,24.5,0.86,0.73,16.66
76,"2026-03-16","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.96,24.99,0.86,0.73,16.66
92,"2026-07-06","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,32.91,25.99,0.86,0.73,16.66
13,"2024-12-30","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",8,31.32,26.86,0.86,0.73,16.66
29,"2025-04-21","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,31.64,27.02,0.86,0.73,16.66
45,"2025-08-11","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,30.69,26.33,0.86,0.73,16.66
61,"2025-12-01","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.96,24.38,0.86,0.73,16.66
77,"2026-03-23","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",11,31.32,24.86,0.86,0.73,16.66
93,"2026-07-13","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",16,32.27,25.99,0.86,0.73,16.66
14,"2025-01-06","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",8,33.22,26.7,0.86,0.73,16.66
30,"2025-04-28","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",14,32.91,26.92,0.86,0.73,16.66
46,"2025-08-18","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,32.27,27.56,0.86,0.73,16.66
62,"2025-12-08","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.01,24.4,0.86,0.73,16.66
78,"2026-03-30","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,31.32,24.9,0.86,0.73,16.66
94,"2026-07-20","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,32.91,26,0.86,0.73,16.66
15,"2025-01-13","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,30.69,26.84,0.86,0.73,16.66
31,"2025-05-05","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",12,32.59,26.61,0.86,0.73,16.66
47,"2025-08-25","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,31.64,27.58,0.86,0.73,16.66
63,"2025-12-15","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,31.96,24.42,0.86,0.73,16.66
79,"2026-04-06","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",12,32.59,24.77,0.86,0.73,16.66
95,"2026-07-27","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",14,30.69,26,0.86,0.73,16.66
16,"2025-01-20","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",8,31.64,26.83,0.86,0.73,16.66
32,"2025-05-12","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,31.01,26.77,0.86,0.73,16.66
48,"2025-09-01","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,30.69,27.68,0.86,0.73,16.66
64,"2025-12-22","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.64,24.48,0.86,0.73,16.66
80,"2026-04-13","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,32.91,25.05,0.86,0.73,16.66
96,"2026-08-03","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",16,31.32,26.05,0.86,0.73,16.66
9,"2024-12-02","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,31.01,26.56,0.86,0.73,16.66
25,"2025-03-24","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",12,31.01,27.08,0.86,0.73,16.66
41,"2025-07-14","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,31.32,26.18,0.86,0.73,16.66
57,"2025-11-03","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.32,24.28,0.86,0.73,16.66
73,"2026-02-23","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",11,32.91,24.59,0.86,0.73,16.66
89,"2026-06-15","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",16,31.64,26.59,0.86,0.73,16.66
2,"2024-10-14","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,33.22,25.94,0.86,0.73,16.66
18,"2025-02-03","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",8,31.96,26.77,0.86,0.73,16.66
34,"2025-05-26","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,31.96,26.21,0.86,0.73,16.66
50,"2025-09-15","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,32.59,27.5,0.86,0.73,16.66
66,"2026-01-05","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,31.01,24.31,0.86,0.73,16.66
82,"2026-04-27","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",14,31.01,25,0.86,0.73,16.66
98,"2026-08-17","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",16,32.27,25.89,0.86,0.73,16.66
3,"2024-10-21","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",11,31.64,25.85,0.86,0.73,16.66
19,"2025-02-10","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,30.69,26.94,0.86,0.73,16.66
35,"2025-06-02","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,31.32,26.13,0.86,0.73,16.66
51,"2025-09-22","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,32.91,27.6,0.86,0.73,16.66
67,"2026-01-12","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",8,30.69,24.5,0.86,0.73,16.66
83,"2026-05-04","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,32.59,24.87,0.86,0.73,16.66
99,"2026-08-24","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",14,31.96,26.07,0.86,0.73,16.66
4,"2024-10-28","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,31.01,25.99,0.86,0.73,16.66
20,"2025-02-17","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,32.91,26.91,0.86,0.73,16.66
36,"2025-06-09","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,30.69,26.09,0.86,0.73,16.66
52,"2025-09-29","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",11,31.32,27.63,0.86,0.73,16.66
68,"2026-01-19","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,33.22,24.48,0.86,0.73,16.66
84,"2026-05-11","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,32.91,24.86,0.86,0.73,16.66
100,"2026-08-31","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,32.59,26.02,0.86,0.73,16.66
5,"2024-11-04","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,32.91,26.02,0.86,0.73,16.66
21,"2025-02-24","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.01,26.92,0.86,0.73,16.66
37,"2025-06-16","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",16,31.96,26.05,0.86,0.73,16.66
53,"2025-10-06","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",12,31.64,26.14,0.86,0.73,16.66
69,"2026-01-26","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.64,24.65,0.86,0.73,16.66
85,"2026-05-18","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,33.22,24.93,0.86,0.73,16.66
101,"2026-09-07","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,32.91,24.43,0.86,0.73,16.66
6,"2024-11-11","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.64,25.8,0.86,0.73,16.66
22,"2025-03-03","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.96,26.97,0.86,0.73,16.66
38,"2025-06-23","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,33.22,26.06,0.86,0.73,16.66
54,"2025-10-13","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",12,31.32,26.06,0.86,0.73,16.66
70,"2026-02-02","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.32,24.5,0.86,0.73,16.66
86,"2026-05-25","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",14,31.32,24.75,0.86,0.73,16.66
102,"2026-09-14","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,31.01,24.39,0.86,0.73,16.66
7,"2024-11-18","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,31.96,26.62,0.86,0.73,16.66
23,"2025-03-10","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,32.59,27.04,0.86,0.73,16.66
39,"2025-06-30","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,32.91,25.97,0.86,0.73,16.66
55,"2025-10-20","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",10,31.64,26.08,0.86,0.73,16.66
71,"2026-02-09","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,31.64,24.39,0.86,0.73,16.66
87,"2026-06-01","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",16,31.01,26.57,0.86,0.73,16.66
103,"2026-09-21","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",11,31.01,24.23,0.86,0.73,16.66
8,"2024-11-25","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",8,30.69,26.77,0.86,0.73,16.66
24,"2025-03-17","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",11,32.27,26.97,0.86,0.73,16.66
40,"2025-07-07","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",15,31.64,26.19,0.86,0.73,16.66
56,"2025-10-27","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",9,32.27,26.19,0.86,0.73,16.66
72,"2026-02-16","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",11,32.91,24.57,0.86,0.73,16.66
88,"2026-06-08","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",13,30.69,26.53,0.86,0.73,16.66
104,"2026-09-28","BEER-001020","Demo Beer Product #20","BEER","CS","DC-TOR","Toronto Distribution Center","Toronto","ON",12,31.32,24.41,0.86,0.73,16.66
1,"2024-10-07","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",39,37.15,23.5,0.90,0.70,14.19
17,"2025-01-27","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,37.88,24.53,0.90,0.70,14.19
33,"2025-05-19","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",54,37.88,24.37,0.90,0.70,14.19
49,"2025-09-08","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",43,37.51,25.06,0.90,0.70,14.19
65,"2025-12-29","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",35,37.15,22.06,0.90,0.70,14.19
81,"2026-04-20","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",43,35.33,22.57,0.90,0.70,14.19
97,"2026-08-10","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",59,36.42,23.6,0.90,0.70,14.19
10,"2024-12-09","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",30,37.51,24.42,0.90,0.70,14.19
26,"2025-03-31","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",47,38.24,24.67,0.90,0.70,14.19
42,"2025-07-21","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",60,36.06,24.01,0.90,0.70,14.19
58,"2025-11-10","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,36.06,21.89,0.90,0.70,14.19
74,"2026-03-02","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,36.06,22.61,0.90,0.70,14.19
90,"2026-06-22","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",48,36.06,24.24,0.90,0.70,14.19
11,"2024-12-16","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,35.33,24.56,0.90,0.70,14.19
27,"2025-04-07","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,36.06,24.71,0.90,0.70,14.19
43,"2025-07-28","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",60,37.15,23.85,0.90,0.70,14.19
59,"2025-11-17","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,35.69,22.1,0.90,0.70,14.19
75,"2026-03-09","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,37.51,22.52,0.90,0.70,14.19
91,"2026-06-29","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",53,36.06,24.22,0.90,0.70,14.19
12,"2024-12-23","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,37.51,24.5,0.90,0.70,14.19
28,"2025-04-14","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,38.24,24.75,0.90,0.70,14.19
44,"2025-08-04","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",54,36.42,23.93,0.90,0.70,14.19
60,"2025-11-24","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",39,38.24,22.11,0.90,0.70,14.19
76,"2026-03-16","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",39,35.33,22.63,0.90,0.70,14.19
92,"2026-07-06","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",58,36.78,23.69,0.90,0.70,14.19
13,"2024-12-30","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",33,37.51,24.54,0.90,0.70,14.19
29,"2025-04-21","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,36.78,24.72,0.90,0.70,14.19
45,"2025-08-11","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",55,37.15,24.02,0.90,0.70,14.19
61,"2025-12-01","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",37,36.78,21.99,0.90,0.70,14.19
77,"2026-03-23","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",45,36.42,22.49,0.90,0.70,14.19
93,"2026-07-13","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,38.24,23.69,0.90,0.70,14.19
14,"2025-01-06","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",30,36.78,24.38,0.90,0.70,14.19
30,"2025-04-28","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,37.51,24.62,0.90,0.70,14.19
46,"2025-08-18","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",55,36.06,25.19,0.90,0.70,14.19
62,"2025-12-08","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",37,36.42,22.01,0.90,0.70,14.19
78,"2026-03-30","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",47,37.88,22.53,0.90,0.70,14.19
94,"2026-07-20","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",55,37.51,23.69,0.90,0.70,14.19
15,"2025-01-13","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,37.15,24.52,0.90,0.70,14.19
31,"2025-05-05","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",45,37.15,24.32,0.90,0.70,14.19
47,"2025-08-25","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",50,36.06,25.21,0.90,0.70,14.19
63,"2025-12-15","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,35.69,22.03,0.90,0.70,14.19
79,"2026-04-06","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",47,35.33,22.4,0.90,0.70,14.19
95,"2026-07-27","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",53,35.33,23.7,0.90,0.70,14.19
16,"2025-01-20","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",30,36.06,24.51,0.90,0.70,14.19
32,"2025-05-12","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",55,36.06,24.47,0.90,0.70,14.19
48,"2025-09-01","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",53,38.24,25.3,0.90,0.70,14.19
64,"2025-12-22","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",32,35.33,22.1,0.90,0.70,14.19
80,"2026-04-13","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,37.15,22.69,0.90,0.70,14.19
96,"2026-08-03","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",52,37.15,23.73,0.90,0.70,14.19
9,"2024-12-02","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,36.78,24.21,0.90,0.70,14.19
25,"2025-03-24","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,36.06,24.79,0.90,0.70,14.19
41,"2025-07-14","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",49,35.69,23.89,0.90,0.70,14.19
57,"2025-11-03","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",42,37.15,21.88,0.90,0.70,14.19
73,"2026-02-23","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",43,36.42,22.24,0.90,0.70,14.19
89,"2026-06-15","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",54,37.15,24.29,0.90,0.70,14.19
2,"2024-10-14","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",43,36.06,23.61,0.90,0.70,14.19
18,"2025-02-03","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",33,37.15,24.46,0.90,0.70,14.19
34,"2025-05-26","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",50,37.51,23.93,0.90,0.70,14.19
50,"2025-09-15","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,38.24,25.13,0.90,0.70,14.19
66,"2026-01-05","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,37.51,21.93,0.90,0.70,14.19
82,"2026-04-27","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",52,35.69,22.63,0.90,0.70,14.19
98,"2026-08-17","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",46,37.51,23.56,0.90,0.70,14.19
3,"2024-10-21","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,37.15,23.53,0.90,0.70,14.19
19,"2025-02-10","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",33,35.69,24.64,0.90,0.70,14.19
35,"2025-06-02","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",48,36.06,23.84,0.90,0.70,14.19
51,"2025-09-22","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,37.88,25.22,0.90,0.70,14.19
67,"2026-01-12","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,36.78,22.13,0.90,0.70,14.19
83,"2026-05-04","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",45,37.15,22.5,0.90,0.70,14.19
99,"2026-08-24","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,35.69,23.75,0.90,0.70,14.19
4,"2024-10-28","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,37.15,23.66,0.90,0.70,14.19
20,"2025-02-17","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,37.88,24.6,0.90,0.70,14.19
36,"2025-06-09","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",53,36.06,23.81,0.90,0.70,14.19
52,"2025-09-29","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,38.24,25.26,0.90,0.70,14.19
68,"2026-01-19","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,36.42,22.12,0.90,0.70,14.19
84,"2026-05-11","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",56,35.69,22.49,0.90,0.70,14.19
100,"2026-08-31","BEER-001021","Demo Beer Product #21","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,37.88,23.69,0.90,0.70,14.19
