"WEEK_NUM","WEEK_START_DATE","DC_ID","DC_NAME","CITY","STATE","LATITUDE","LONGITUDE","ON_HAND_UNITS","WEEKLY_DEMAND_UNITS","INBOUND_SUPPLY_TONS","AVG_SUPPLY_DISRUPTION","AVG_LEAD_DAYS","DAYS_OF_SUPPLY","SAFETY_STOCK_THRESHOLD","RISK_STATUS"
26,"2025-03-31","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,35367,1081,22.5,0.25,3,246.1,2703,"AT_RISK"
99,"2026-08-24","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,27823,1273,11.4,0.12,3,169.3,3183,"ELEVATED"
101,"2026-09-07","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,21978,1074,22,0,1,146.5,2685,"NORMAL"
54,"2025-10-13","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,19747,885,22.6,0.15,1,164.1,2213,"ELEVATED"
39,"2025-06-30","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,20067,1164,18.9,0.25,1,140,2910,"AT_RISK"
5,"2024-11-04","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,37684,1285,15.3,0.25,1,202.8,3213,"AT_RISK"
24,"2025-03-17","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,49767,1371,21.8,0.4,1,234.5,3428,"CRITICAL"
33,"2025-05-19","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,26029,1096,20.7,0.25,1,153.9,2740,"AT_RISK"
53,"2025-10-06","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,42796,1507,22.6,0.15,1,198.9,3768,"ELEVATED"
102,"2026-09-14","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48010,1673,14,0,1,202.3,4183,"NORMAL"
53,"2025-10-06","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,18160,923,28.2,0.15,2,155,2308,"ELEVATED"
97,"2026-08-10","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,34974,1303,25,0,3,204.3,3258,"NORMAL"
24,"2025-03-17","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,37716,969,20.7,0.25,3,273.5,2423,"AT_RISK"
44,"2025-08-04","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,46119,1862,19.7,0.15,1,175.2,4655,"ELEVATED"
67,"2026-01-12","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,41630,808,14,0,3,349.9,2020,"NORMAL"
23,"2025-03-10","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36966,994,20.7,0.25,4,229.6,2485,"AT_RISK"
69,"2026-01-26","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,52867,1066,11,0,2,337.2,2665,"NORMAL"
96,"2026-08-03","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31758,1336,19,0.12,4,155,3340,"ELEVATED"
102,"2026-09-14","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,24315,1024,21,0,1,156.6,2560,"NORMAL"
56,"2025-10-27","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,21227,836,21.6,0.15,2,161.2,2090,"ELEVATED"
88,"2026-06-08","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,26316,1160,17.6,0.18,1,164.9,2900,"ELEVATED"
17,"2025-01-27","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,33328,813,21.6,0.25,5,289.6,2033,"AT_RISK"
97,"2026-08-10","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,19967,1136,10.5,0.12,1,136.1,2840,"ELEVATED"
11,"2024-12-16","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,43673,986,25.2,0.25,2,296.4,2465,"AT_RISK"
71,"2026-02-09","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,54308,1307,28,0,1,286.5,3268,"NORMAL"
58,"2025-11-10","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,43684,1154,16,0,1,271.5,2885,"NORMAL"
33,"2025-05-19","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,34578,1194,15.3,0.25,4,202.2,2985,"AT_RISK"
31,"2025-05-05","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23538,1045,18.9,0.25,1,155.2,2613,"AT_RISK"
71,"2026-02-09","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,36431,652,28,0,3,349,1630,"NORMAL"
77,"2026-03-23","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,55468,1301,29,0,1,290.7,3253,"NORMAL"
13,"2024-12-30","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,32341,764,18,0.25,5,336.2,1910,"AT_RISK"
72,"2026-02-16","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,56007,1325,12,0,1,312.8,3313,"NORMAL"
64,"2025-12-22","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23387,719,17,0,2,276.9,1798,"NORMAL"
64,"2025-12-22","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,48033,1037,28,0,1,331.6,2593,"NORMAL"
29,"2025-04-21","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,50897,1631,22.9,0.3,1,205.2,4078,"AT_RISK"
24,"2025-03-17","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,27623,879,26.1,0.25,2,205.1,2198,"AT_RISK"
68,"2026-01-19","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,31915,630,17,0,3,374.4,1575,"NORMAL"
46,"2025-08-18","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,28387,918,14.1,0.15,3,224.3,2295,"ELEVATED"
2,"2024-10-14","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,21929,864,18,0.25,2,154,2160,"AT_RISK"
17,"2025-01-27","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,34419,847,18.9,0.25,5,296.6,2118,"AT_RISK"
5,"2024-11-04","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,25132,829,11.7,0.55,4,214.6,2073,"CRITICAL"
42,"2025-07-21","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,45497,1901,15,0.15,1,159.4,4753,"ELEVATED"
38,"2025-06-23","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,44677,1929,18,0.25,2,172.8,4823,"AT_RISK"
104,"2026-09-28","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,41567,1372,11,0,1,204.9,3430,"NORMAL"
70,"2026-02-02","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,30638,778,24,0,1,261.3,1945,"NORMAL"
66,"2026-01-05","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,41797,796,22,0,3,349.7,1990,"NORMAL"
11,"2024-12-16","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,29772,831,25.2,0.25,4,241.4,2078,"AT_RISK"
1,"2024-10-07","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,28298,1048,18.9,0.25,4,159.6,2620,"AT_RISK"
63,"2025-12-15","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,31535,612,15,0,3,374.8,1530,"NORMAL"
89,"2026-06-15","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,32574,959,14.8,0.18,2,224,2398,"ELEVATED"
79,"2026-04-06","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,33449,787,13.9,0.18,2,291.6,1968,"ELEVATED"
43,"2025-07-28","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,44212,1618,25.4,0.15,1,178.2,4045,"ELEVATED"
94,"2026-07-20","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,38287,1626,12.3,0.3,1,176.3,4065,"AT_RISK"
39,"2025-06-30","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,31617,1289,26.1,0.25,5,188.4,3223,"AT_RISK"
18,"2025-02-03","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,35978,876,23.4,0.25,4,259.5,2190,"AT_RISK"
7,"2024-11-18","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,28688,889,26.1,0.25,4,235.1,2223,"AT_RISK"
56,"2025-10-27","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,28230,996,13.2,0.15,3,183.9,2490,"ELEVATED"
61,"2025-12-01","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,44936,1082,14,0,2,279.6,2705,"NORMAL"
35,"2025-06-02","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,42307,1616,22.5,0.25,1,196.5,4040,"AT_RISK"
50,"2025-09-15","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,32138,1093,10.3,0.15,3,214.8,2733,"ELEVATED"
21,"2025-02-24","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,38172,882,22.5,0.25,3,318.7,2205,"AT_RISK"
77,"2026-03-23","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,37553,1086,19,0,4,255.5,2715,"NORMAL"
84,"2026-05-11","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36287,1355,19,0,3,209.7,3388,"NORMAL"
63,"2025-12-15","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36230,864,30,0,3,261.6,2160,"NORMAL"
96,"2026-08-03","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48172,1915,10,0,2,180.5,4788,"NORMAL"
55,"2025-10-20","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31202,1027,20.7,0.15,3,198.8,2568,"ELEVATED"
60,"2025-11-24","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,36718,871,11,0,3,268.7,2178,"NORMAL"
53,"2025-10-06","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,37078,1298,24.4,0.15,2,218.4,3245,"ELEVATED"
78,"2026-03-30","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,35985,770,27.8,0.18,3,318.9,1925,"ELEVATED"
14,"2025-01-06","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,35873,789,21.6,0.25,5,309.4,1973,"AT_RISK"
45,"2025-08-11","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,32452,1337,23.5,0.15,3,164.1,3343,"ELEVATED"
97,"2026-08-10","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,30837,953,28,0,2,223.5,2383,"NORMAL"
94,"2026-07-20","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,34478,1320,30,0,3,195.3,3300,"NORMAL"
28,"2025-04-14","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,38011,1175,12.6,0.25,4,195.7,2938,"AT_RISK"
100,"2026-08-31","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,20326,1050,9.5,0.12,2,131.6,2625,"ELEVATED"
1,"2024-10-07","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,36796,1278,24.3,0.25,1,212.2,3195,"AT_RISK"
19,"2025-02-10","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23053,742,11.7,0.25,1,249.5,1855,"AT_RISK"
9,"2024-12-02","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,23533,569,15.8,0.3,4,333.8,1423,"AT_RISK"
13,"2024-12-30","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,40905,973,11.7,0.25,1,311.8,2433,"AT_RISK"
45,"2025-08-11","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,38100,1572,16,0.15,1,181,3930,"ELEVATED"
87,"2026-06-01","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,48507,1632,15.2,0.12,1,214.5,4080,"ELEVATED"
62,"2025-12-08","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,46417,1045,15,0,1,294.4,2613,"NORMAL"
47,"2025-08-25","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,33880,1218,11.3,0.15,4,194.3,3045,"ELEVATED"
9,"2024-12-02","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,25208,736,13.3,0.55,5,265.9,1840,"CRITICAL"
34,"2025-05-26","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,46128,1802,18.9,0.25,2,191,4505,"AT_RISK"
47,"2025-08-25","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,43712,1762,24.4,0.15,1,165.4,4405,"ELEVATED"
91,"2026-06-29","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,35947,1390,24.8,0.12,4,174.9,3475,"ELEVATED"
99,"2026-08-24","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,22994,1078,21.9,0.12,2,141.9,2695,"ELEVATED"
85,"2026-05-18","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,50732,1876,26.9,0.18,2,188.7,4690,"ELEVATED"
27,"2025-04-07","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36850,1123,11.7,0.25,5,237.3,2808,"AT_RISK"
28,"2025-04-14","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,38923,1078,24.3,0.25,3,237.1,2695,"AT_RISK"
79,"2026-04-06","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,44895,1131,26,0,3,271.5,2828,"NORMAL"
58,"2025-11-10","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,49801,1358,27,0,1,231.8,3395,"NORMAL"
16,"2025-01-20","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31198,836,18,0.25,3,256.7,2090,"AT_RISK"
40,"2025-07-07","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,33864,1372,22.6,0.15,4,167.7,3430,"ELEVATED"
27,"2025-04-07","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,45549,1364,20.7,0.25,2,238.9,3410,"AT_RISK"
100,"2026-08-31","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,37510,1493,26.7,0.12,1,179.9,3733,"ELEVATED"
98,"2026-08-17","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,35775,1278,19,0,4,201.7,3195,"NORMAL"
68,"2026-01-19","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,38377,897,21,0,3,273.2,2243,"NORMAL"
85,"2026-05-18","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,53130,1611,23,0,1,222.3,4028,"NORMAL"
84,"2026-05-11","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,52623,1610,10,0,2,238.4,4025,"NORMAL"
33,"2025-05-19","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,51149,1831,21.6,0.25,1,194.7,4578,"AT_RISK"
13,"2024-12-30","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,19559,698,9.9,0.25,2,219.7,1745,"AT_RISK"
81,"2026-04-20","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,33947,851,18.6,0.18,2,257.5,2128,"ELEVATED"
51,"2025-09-22","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,39493,1384,23.5,0.15,1,181.5,3460,"ELEVATED"
101,"2026-09-07","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31042,1253,27,0,3,180.3,3133,"NORMAL"
9,"2024-12-02","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,19346,722,15.3,0.25,1,210.9,1805,"AT_RISK"
46,"2025-08-18","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,30576,1218,25.4,0.15,3,197.3,3045,"ELEVATED"
6,"2024-11-11","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,22140,819,23.4,0.55,6,221.6,2048,"CRITICAL"
83,"2026-05-04","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,53068,1719,27.8,0.18,1,208.3,4298,"ELEVATED"
12,"2024-12-23","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,32377,819,27,0.25,3,282.2,2048,"AT_RISK"
14,"2025-01-06","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,32525,825,27,0.25,4,245.9,2063,"AT_RISK"
96,"2026-08-03","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29707,958,25,0,2,207.1,2395,"NORMAL"
1,"2024-10-07","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,24152,739,18,0.25,3,229.8,1848,"AT_RISK"
21,"2025-02-24","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48585,1305,13.2,0.3,1,258.2,3263,"AT_RISK"
44,"2025-08-04","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,30997,1321,16.9,0.15,3,155.4,3303,"ELEVATED"
91,"2026-06-29","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23662,1184,13.9,0.18,2,149.7,2960,"ELEVATED"
18,"2025-02-03","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,24666,733,12.6,0.25,2,234.5,1833,"AT_RISK"
38,"2025-06-23","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29805,947,9,0.25,2,197.6,2368,"AT_RISK"
63,"2025-12-15","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,26095,739,18,0,2,253.2,1848,"NORMAL"
61,"2025-12-01","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,34649,845,12,0,4,314.5,2113,"NORMAL"
64,"2025-12-22","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,51834,1176,29,0,2,311.4,2940,"NORMAL"
92,"2026-07-06","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,35471,1400,11.4,0.12,3,166.1,3500,"ELEVATED"
19,"2025-02-10","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,24529,592,8.2,0.45,2,297.3,1480,"CRITICAL"
33,"2025-05-19","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,44886,1533,11.8,0.4,1,192.4,3833,"CRITICAL"
25,"2025-03-24","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,51077,1278,14.4,0.25,2,257.6,3195,"AT_RISK"
55,"2025-10-20","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,38450,1210,20.7,0.15,1,226.5,3025,"ELEVATED"
100,"2026-08-31","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,49220,1757,27,0,2,174.8,4393,"NORMAL"
5,"2024-11-04","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,27798,658,21.6,0.25,2,265.9,1645,"AT_RISK"
16,"2025-01-20","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,47618,1145,18.5,0.3,2,284.9,2863,"AT_RISK"
68,"2026-01-19","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,53403,1221,19,0,1,320.4,3053,"NORMAL"
55,"2025-10-20","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,44618,1405,21.6,0.15,1,197.6,3513,"ELEVATED"
95,"2026-07-27","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,29927,1392,21.9,0.12,4,149.7,3480,"ELEVATED"
94,"2026-07-20","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,33536,1379,14.3,0.12,3,161,3448,"ELEVATED"
76,"2026-03-16","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,39497,1074,18,0,3,280.2,2685,"NORMAL"
54,"2025-10-13","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,23382,744,10.3,0.15,2,261.1,1860,"ELEVATED"
81,"2026-04-20","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,55387,1473,22,0,1,266.6,3683,"NORMAL"
95,"2026-07-27","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,30448,980,24,0,2,198.5,2450,"NORMAL"
5,"2024-11-04","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,35572,1130,17.1,0.25,2,229.4,2825,"AT_RISK"
95,"2026-07-27","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,39458,1322,25,0,3,193.4,3305,"NORMAL"
67,"2026-01-12","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36717,858,21,0,4,307.3,2145,"NORMAL"
68,"2026-01-19","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,27873,735,12,0,1,256.7,1838,"NORMAL"
98,"2026-08-17","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29928,931,21,0,3,200.1,2328,"NORMAL"
37,"2025-06-16","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,37316,1259,25.2,0.25,5,186.6,3148,"AT_RISK"
103,"2026-09-21","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,35703,1097,13,0,3,204.6,2743,"NORMAL"
104,"2026-09-28","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,45940,1595,12,0,1,190.2,3988,"NORMAL"
22,"2025-03-03","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48919,1310,22.7,0.4,2,243.9,3275,"CRITICAL"
4,"2024-10-28","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,25314,960,13.5,0.25,3,207.6,2400,"AT_RISK"
48,"2025-09-01","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,37044,1500,26.3,0.15,1,181.4,3750,"ELEVATED"
97,"2026-08-10","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31860,1346,19,0.12,4,171.3,3365,"ELEVATED"
8,"2024-11-25","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,20061,748,26.1,0.25,1,193.2,1870,"AT_RISK"
62,"2025-12-08","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,32566,617,18,0,3,346,1543,"NORMAL"
30,"2025-04-28","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,33028,847,23.8,0.3,2,265.4,2118,"AT_RISK"
73,"2026-02-23","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,55680,1191,17,0,2,329.8,2978,"NORMAL"
61,"2025-12-01","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,46274,1245,29,0,1,266.3,3113,"NORMAL"
80,"2026-04-13","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,55946,1490,20,0,1,270.3,3725,"NORMAL"
37,"2025-06-16","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,45414,1625,16.2,0.25,2,194.5,4063,"AT_RISK"
59,"2025-11-17","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,42303,1114,24,0,1,294.9,2785,"NORMAL"
7,"2024-11-18","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,23047,784,13.3,0.55,4,237,1960,"CRITICAL"
91,"2026-06-29","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,49390,1930,17.6,0.18,1,166.1,4825,"ELEVATED"
82,"2026-04-27","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,52875,1712,17.6,0.18,1,204.6,4280,"ELEVATED"
88,"2026-06-08","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,50744,1879,14.8,0.18,2,179.6,4698,"ELEVATED"
76,"2026-03-16","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,29320,880,24.1,0.18,2,190.2,2200,"ELEVATED"
60,"2025-11-24","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48922,1265,30,0,1,253.6,3163,"NORMAL"
28,"2025-04-14","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48757,1595,16.7,0.3,1,230.1,3988,"AT_RISK"
100,"2026-08-31","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,31481,886,30,0,3,205.5,2215,"NORMAL"
32,"2025-05-12","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,47200,1770,18.9,0.25,1,207.9,4425,"AT_RISK"
31,"2025-05-05","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,52213,1732,18,0.25,1,196.3,4330,"AT_RISK"
25,"2025-03-24","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,26943,906,18,0.25,1,204.5,2265,"AT_RISK"
65,"2025-12-29","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,32114,596,27,0,2,383.4,1490,"NORMAL"
49,"2025-09-08","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,28949,878,13.2,0.15,3,217.6,2195,"ELEVATED"
72,"2026-02-16","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,29033,806,15,0,1,228.3,2015,"NORMAL"
58,"2025-11-10","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29051,664,15,0,2,316.4,1660,"NORMAL"
35,"2025-06-02","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48531,1871,9,0.25,2,183.6,4678,"AT_RISK"
81,"2026-04-20","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,42120,1176,10,0,3,259.2,2940,"NORMAL"
26,"2025-03-31","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,36748,1025,26.1,0.25,5,264.9,2563,"AT_RISK"
63,"2025-12-15","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,36288,827,29,0,4,332.6,2068,"NORMAL"
57,"2025-11-03","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,34915,913,24,0,3,290.1,2283,"NORMAL"
56,"2025-10-27","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,40726,1374,11.3,0.15,1,223,3435,"ELEVATED"
104,"2026-09-28","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,28692,1162,23,0,3,193,2905,"NORMAL"
